location,location_score,area_sqft,bedrooms,bathrooms,age_years,distance_to_city_km,price_lakhs
Solan,9.9,2133,2,1,9,16.4,187.2
Bilaspur,7.9,2853,4,4,21,2.7,242.43
Kullu,7.3,3688,2,2,3,15.3,229.56
Shimla,3.0,1769,3,3,19,18.9,100.05
Solan,4.3,2676,3,2,3,5.3,178.28
Solan,7.4,568,5,4,26,11.2,94.77
Mandi,5.7,3597,2,1,22,13.8,180.86
Palampur,9.5,707,5,4,34,10.6,157.38
Solan,8.4,2393,4,3,18,22.0,197.09
Chamba,6.1,1731,4,3,6,4.6,153.83
Mandi,8.2,625,1,1,9,19.4,93.77
Dharamshala,9.8,2117,1,1,32,19.6,120.8
Shimla,6.2,3774,4,3,38,11.5,219.65
Dharamshala,7.5,1084,3,3,2,13.7,126.58
Shimla,9.4,1522,2,1,27,4.3,172.39
Palampur,4.7,1162,5,5,19,5.3,142.26
Dharamshala,9.2,937,2,1,10,13.5,142.27
Palampur,3.7,1305,3,3,20,6.0,99.78
Kullu,7.5,2501,4,3,37,20.3,156.86
Bilaspur,8.5,3231,5,4,7,15.6,241.82
Kullu,7.3,2916,5,4,33,1.9,221.78
Dharamshala,6.5,3199,4,4,3,9.3,256.65
Bilaspur,7.3,3004,1,1,28,21.5,158.94
Solan,4.1,1840,1,1,2,7.3,126.26
Chamba,4.5,3650,4,3,2,18.1,233.57
Solan,4.9,1103,3,2,1,2.8,117.29
Palampur,7.2,2949,1,1,32,23.3,150.96
Solan,6.1,888,4,3,22,11.5,92.36
Dharamshala,4.7,3179,5,5,27,12.5,218.74
Palampur,9.2,804,1,1,6,14.5,125.16
Shimla,5.6,1256,5,5,36,9.4,134.07
Palampur,6.1,1869,2,2,32,18.3,95.6
Solan,5.9,2930,2,1,19,0.9,225.87
Kullu,4.3,659,4,3,35,4.5,100.39
Solan,8.1,1400,2,2,5,5.1,172.13
Shimla,6.1,1667,1,1,11,16.1,125.19
Solan,3.1,3058,5,5,1,22.3,178.8
Mandi,9.7,3865,2,2,6,2.1,287.67
Chamba,8.7,2649,1,1,33,21.4,159.63
Dharamshala,8.1,2276,4,3,16,20.6,167.61
Solan,9.1,1676,2,2,25,2.4,191.32
Shimla,9.3,3379,4,3,35,4.0,272.53
Kullu,5.4,875,1,1,30,9.1,65.07
Mandi,7.3,952,3,3,15,3.3,144.5
Mandi,7.3,1204,3,2,13,19.1,127.42
Chamba,4.9,1438,5,4,4,12.8,148.96
Chamba,4.6,2115,3,3,33,10.6,120.84
Solan,3.8,3812,5,5,39,18.3,173.98
Kullu,7.6,2776,2,1,20,7.7,207.92
Chamba,8.5,1842,3,2,19,21.9,150.02
Bilaspur,8.3,1240,5,5,33,16.5,174.22
Shimla,5.2,2769,1,1,13,9.0,162.85
Kullu,4.4,1385,5,5,16,13.7,129.64
Solan,6.2,3916,4,4,35,6.9,248.16
Mandi,6.8,2172,4,3,15,24.6,158.07
Palampur,9.4,2427,2,2,37,11.2,167.95
Dharamshala,9.1,3662,5,4,6,22.5,270.71
Kullu,9.4,1568,5,4,19,24.5,172.04
Mandi,9.0,2151,2,2,19,13.6,172.62
Mandi,9.8,2361,3,2,12,18.4,209.81
Solan,6.3,1448,1,1,38,14.5,78.77
Chamba,3.3,691,2,2,19,2.7,72.41
Bilaspur,3.6,1493,1,1,35,23.8,42.96
Solan,5.7,893,3,3,8,11.7,106.15
Shimla,4.8,2864,3,3,13,22.4,139.24
Dharamshala,4.2,525,3,3,19,16.6,47.75
Shimla,9.7,1607,4,3,22,3.1,191.48
Palampur,4.4,3594,5,5,9,10.7,214.51
Palampur,9.7,2490,1,1,12,5.3,213.78
Solan,8.3,2849,2,1,24,4.7,212.98
Bilaspur,7.5,2839,2,2,11,18.0,200.5
Dharamshala,7.7,1544,5,5,30,1.2,172.45
Shimla,5.3,2713,1,1,19,24.2,122.19
Palampur,7.5,1274,1,1,38,11.5,104.62
Chamba,4.3,2724,1,1,9,12.5,140.63
Mandi,9.6,2890,4,3,33,7.8,241.44
Mandi,5.1,3566,3,2,19,2.6,245.96
Dharamshala,4.8,3718,5,5,3,14.9,224.99
Solan,8.0,583,2,2,28,8.9,98.24
Kullu,7.6,1546,2,1,8,15.8,149.58
Shimla,6.2,2414,3,3,5,14.1,176.89
Kullu,7.4,1625,1,1,21,5.8,154.13
Dharamshala,4.1,2665,5,4,31,11.8,171.5
Solan,7.7,3489,5,4,10,8.0,297.24
Dharamshala,4.9,1403,1,1,24,6.4,99.8
Palampur,4.9,3626,5,4,0,19.4,255.58
Kullu,4.1,3587,3,3,7,0.8,240.68
Mandi,5.3,3699,2,2,30,7.1,188.31
Kullu,5.3,757,5,4,0,13.5,115.04
Solan,6.2,1526,3,3,14,12.2,147.83
Mandi,4.3,934,2,2,20,23.5,53.56
Shimla,4.4,921,5,4,2,21.2,95.56
Shimla,6.8,686,4,4,39,18.9,95.75
Shimla,3.9,2039,1,1,20,13.1,94.18
Palampur,7.8,805,4,4,13,11.0,143.77
Mandi,9.6,1535,4,3,39,1.4,187.37
Palampur,6.0,3934,2,1,22,20.6,181.48
Dharamshala,9.3,3593,3,2,27,11.1,248.73
Palampur,3.7,3779,5,5,3,8.4,280.4
Palampur,3.3,628,1,1,6,15.4,26.77
Mandi,8.0,2813,4,4,1,19.0,233.29
Shimla,8.3,2718,5,5,20,13.3,215.47
Bilaspur,8.9,964,5,5,33,4.2,153.03
Shimla,3.4,3671,2,2,36,23.1,120.29
Mandi,8.4,1915,2,1,22,3.3,186.48
Solan,5.6,3918,5,4,2,24.3,230.96
Bilaspur,5.1,898,3,3,25,11.3,99.33
Chamba,4.2,2775,3,3,25,23.7,122.89
Solan,10.0,957,3,3,23,22.9,122.63
Shimla,3.4,3824,3,3,28,10.5,198.87
Solan,8.8,2626,4,4,22,20.1,181.94
Solan,7.5,764,3,2,28,2.7,121.81
Solan,8.1,1251,2,2,19,2.5,155.04
Chamba,8.0,1757,3,2,6,9.2,192.99
Mandi,9.0,545,4,4,3,15.4,130.29
Mandi,4.3,530,5,4,36,0.7,80.44
Solan,3.0,3739,3,2,17,13.1,195.34
Solan,7.2,3934,4,3,12,24.4,255.06
Dharamshala,5.5,2376,3,2,11,21.5,136.26
Chamba,3.9,3659,4,4,2,6.2,228.17
Dharamshala,4.3,2793,2,2,37,13.4,125.96
Kullu,5.3,598,3,2,3,4.7,96.24
Shimla,3.5,3000,1,1,8,6.9,169.1
Bilaspur,3.4,563,2,1,18,23.1,8.0
Chamba,9.4,3357,4,4,14,24.9,250.87
Bilaspur,5.2,1784,1,1,1,6.4,141.41
Kullu,9.9,994,2,2,13,5.7,172.17
Kullu,9.8,1404,4,4,31,9.9,142.83
Palampur,4.0,2891,5,5,10,11.4,179.78
Solan,8.0,3464,3,3,34,2.7,259.78
Solan,7.2,2497,3,2,14,4.1,197.3
Mandi,7.8,1061,3,2,0,10.9,130.68
Dharamshala,3.7,3650,4,4,4,6.3,235.33
Palampur,4.3,3267,3,2,32,21.2,149.56
Chamba,3.5,1934,1,1,16,18.9,78.06
Dharamshala,7.2,2440,3,2,39,13.6,159.64
Dharamshala,9.9,3873,2,1,31,11.1,257.45
Bilaspur,7.7,1820,4,3,1,20.9,172.49
Dharamshala,8.0,590,1,1,12,4.6,126.95
Palampur,9.9,1010,4,4,28,22.2,130.22
Chamba,7.7,2601,1,1,2,1.7,214.81
Bilaspur,3.3,3991,5,4,39,23.1,188.8
Palampur,9.1,3089,4,3,6,3.9,283.27
Dharamshala,5.6,2662,1,1,31,20.4,107.14
Mandi,3.0,1630,5,5,33,0.9,129.87
Solan,6.6,2037,3,2,20,20.5,138.97
Shimla,9.6,634,4,3,32,14.8,111.45
Chamba,4.8,1798,1,1,35,1.0,103.24
Mandi,6.4,2682,1,1,29,19.5,116.04
Dharamshala,4.2,3670,5,4,28,3.0,199.26
Chamba,3.4,3728,3,2,15,13.7,188.06
Mandi,3.6,3374,4,3,11,8.6,208.68
Bilaspur,8.1,575,5,4,34,19.1,84.6
Mandi,9.0,3339,3,3,8,21.4,252.77
Bilaspur,4.0,1265,2,1,16,11.9,67.39
Solan,5.0,2656,5,4,20,19.1,180.54
Bilaspur,4.4,3812,1,1,15,23.0,171.96
Palampur,3.2,3607,3,3,14,17.4,207.41
Chamba,6.9,2825,5,4,23,8.4,227.78
Kullu,7.9,1547,2,2,13,11.9,129.39
Dharamshala,7.5,2323,2,2,39,6.1,174.26
Bilaspur,5.7,2962,3,2,7,11.7,219.45
Kullu,6.9,2299,1,1,15,6.5,145.54
Kullu,3.7,1915,1,1,33,20.3,67.25
Chamba,4.1,1909,2,1,19,15.4,109.11
Chamba,9.5,2599,5,4,28,16.0,216.8
Solan,8.3,625,2,1,25,3.2,83.8
Chamba,9.5,3993,4,3,13,0.5,318.68
Dharamshala,9.4,857,3,3,29,19.8,102.95
Palampur,7.5,3945,4,4,9,13.8,292.24
Bilaspur,9.5,623,2,1,29,23.3,75.48
Chamba,5.9,2294,5,5,5,13.7,192.07
Bilaspur,3.0,1961,2,2,27,5.8,98.17
Chamba,3.4,2508,4,4,4,17.6,160.69
Shimla,3.8,2017,5,5,34,17.7,118.94
Shimla,3.7,3640,3,3,25,2.1,202.39
Shimla,5.5,558,4,3,1,17.5,96.93
Mandi,7.9,3949,1,1,4,5.7,260.31
Palampur,8.5,2913,3,2,7,6.7,210.87
Kullu,7.1,3225,2,2,38,1.3,217.55
Chamba,4.0,989,5,4,23,15.9,93.51
Bilaspur,8.2,728,5,4,11,18.4,135.14
Dharamshala,5.5,1889,4,3,11,6.1,163.57
Bilaspur,3.1,1629,5,5,1,19.9,122.77
Solan,5.0,3240,5,4,8,19.2,218.67
Mandi,5.3,3637,4,4,34,10.5,206.13
Chamba,4.9,1996,3,2,23,2.2,160.58
Chamba,8.7,3189,2,1,14,7.4,217.79
Chamba,8.3,708,5,5,0,4.6,182.9
Mandi,7.9,3097,1,1,13,24.0,176.97
Palampur,4.0,847,1,1,15,20.5,46.5
Chamba,8.7,2837,5,4,4,2.4,267.12
Mandi,7.7,1837,1,1,24,13.1,120.82
Kullu,4.4,1953,1,1,26,7.0,91.25
Solan,7.5,1467,3,2,39,1.3,135.32
Bilaspur,6.4,1911,3,2,14,8.4,163.14
Shimla,6.1,3560,1,1,11,3.6,203.45
Bilaspur,3.8,3331,2,2,32,6.0,165.18
Kullu,6.6,1691,2,1,14,8.5,147.67
Shimla,3.7,1528,2,2,25,10.5,84.28
Shimla,4.1,2281,1,1,29,12.0,105.25
Bilaspur,3.9,2896,4,3,35,13.2,134.19
Dharamshala,9.7,1138,3,3,12,9.6,167.13
Kullu,5.0,3041,5,5,24,12.7,201.58
Dharamshala,5.5,3820,1,1,5,10.7,217.83
Solan,5.3,3455,4,3,31,24.1,175.38
Solan,9.3,2418,5,5,1,2.2,270.54
Palampur,6.9,1619,3,2,27,14.9,118.21
Mandi,9.4,1632,4,3,8,5.2,197.0
Kullu,5.1,3096,3,2,18,9.7,202.1
Shimla,3.8,2091,3,2,3,13.9,121.71
Solan,6.9,872,5,4,27,19.1,106.31
Mandi,5.4,2871,3,3,19,24.5,174.5
Solan,8.6,983,3,2,26,12.6,135.07
Mandi,9.2,3954,5,4,13,6.8,320.5
Dharamshala,6.3,1960,3,3,0,19.9,157.03
Shimla,9.8,1696,1,1,23,5.9,165.52
Palampur,6.9,693,4,3,27,12.9,87.8
Palampur,4.9,1087,4,3,26,21.2,71.31
Mandi,6.4,3816,2,1,10,10.4,240.5
Solan,3.3,2379,4,3,28,14.1,132.1
Chamba,8.6,3656,1,1,21,3.4,258.26
Solan,3.7,3845,2,2,8,1.9,242.89
Palampur,5.2,671,5,4,4,24.7,85.48
Dharamshala,7.0,1832,4,3,13,4.9,187.17
Dharamshala,3.3,3434,4,4,0,8.7,199.33
Kullu,3.6,2234,4,3,28,12.9,154.33
Solan,7.9,2281,1,1,0,9.7,182.17
Kullu,3.5,2495,5,5,1,2.9,214.33
Chamba,6.3,2956,2,1,6,5.3,204.86
Dharamshala,5.4,3785,4,4,13,12.6,234.59
Mandi,4.6,3604,5,4,0,11.3,244.55
Mandi,4.3,2687,2,1,25,20.1,103.84
Chamba,8.3,2519,4,4,5,8.1,207.06
Solan,9.7,1763,1,1,32,23.5,132.4
Kullu,4.0,907,4,3,22,7.4,98.14
Shimla,9.7,2981,3,3,3,8.6,252.47
Bilaspur,7.2,509,1,1,16,23.8,54.39
Solan,7.5,2943,4,4,5,21.1,226.29
Dharamshala,8.0,2239,5,5,39,8.3,186.45
Mandi,7.9,3252,1,1,23,10.2,209.32
Mandi,8.7,3822,5,5,32,21.1,264.74
Mandi,6.4,2435,5,5,14,2.6,207.73
Palampur,6.7,2504,3,2,5,7.7,208.27
Chamba,5.3,2205,5,4,9,13.5,182.25
Dharamshala,3.7,1805,2,2,16,20.8,106.75
Dharamshala,7.7,811,4,4,30,14.3,117.69
Dharamshala,3.2,608,4,4,17,12.5,61.38
Dharamshala,4.9,3030,3,3,37,24.1,131.48
Dharamshala,3.7,3702,5,4,14,3.4,268.05
Mandi,4.3,688,5,5,9,19.6,83.32
Solan,7.5,1645,4,4,19,3.6,189.88
Palampur,7.4,2628,3,3,4,18.5,193.25
Dharamshala,5.9,2966,5,5,26,13.8,216.91
Solan,3.6,3073,3,3,4,7.0,210.55
Mandi,6.0,2929,4,4,25,13.8,192.29
Dharamshala,5.5,793,1,1,15,22.0,41.7
Dharamshala,8.0,1388,2,1,14,12.1,130.06
Solan,7.1,2142,5,4,24,0.7,188.85
Kullu,6.4,723,3,2,28,1.9,107.37
Bilaspur,6.4,1701,3,2,37,16.0,108.81
Shimla,9.8,1847,5,4,11,17.1,195.49
Palampur,8.3,3923,2,1,32,10.3,215.23
Dharamshala,6.5,1609,2,2,33,6.4,125.86
Dharamshala,6.4,3899,1,1,39,18.0,183.95
Mandi,3.2,2950,2,2,38,8.0,139.69
Dharamshala,9.6,2922,3,2,31,2.3,227.42
Chamba,5.2,3369,4,3,11,10.5,226.52
Dharamshala,4.8,3448,2,2,27,13.7,173.41
Chamba,10.0,1278,3,3,31,24.2,134.12
Solan,8.0,1973,2,2,11,15.0,150.49
Shimla,3.3,2348,5,5,32,5.6,170.98
Dharamshala,3.4,3918,3,3,28,20.9,192.36
Shimla,3.2,642,1,1,19,7.6,42.3
Bilaspur,7.2,2168,4,3,34,24.0,140.2
Kullu,3.5,1249,2,2,3,8.5,108.76
Mandi,9.5,1223,5,4,27,22.8,130.59
Chamba,9.6,3166,2,2,31,22.0,191.13
Bilaspur,6.8,1206,5,4,1,21.7,143.07
Palampur,7.3,3276,4,3,16,1.5,282.29
Dharamshala,5.0,3978,1,1,20,21.3,165.67
Mandi,3.4,3217,4,4,8,18.2,202.56
Chamba,8.2,1094,4,3,35,8.7,130.8
Shimla,3.7,998,3,2,25,12.5,64.65
Shimla,3.6,2029,1,1,11,16.2,111.76
Chamba,5.2,2428,3,3,17,23.6,158.94
Bilaspur,3.1,3224,4,3,4,19.6,181.87
Solan,6.0,1979,1,1,3,11.0,158.43
Dharamshala,8.0,1084,2,2,29,16.3,88.35
Chamba,8.6,3970,4,3,39,5.1,264.87
Solan,7.2,3665,3,2,11,10.9,229.93
Kullu,8.9,2789,5,4,9,19.9,226.45
Bilaspur,5.8,2934,2,2,27,15.4,167.29
Chamba,8.9,3773,4,4,20,19.7,259.82
Solan,6.5,2162,3,2,5,13.0,192.62
Bilaspur,4.6,1008,2,1,26,9.8,94.08
Shimla,9.6,2620,5,4,8,18.7,235.65
Mandi,4.9,2078,4,4,4,2.8,181.31
Shimla,3.2,3299,3,2,18,24.5,156.63
Kullu,4.7,3200,2,1,29,23.7,149.16
Solan,5.6,2150,5,4,20,22.1,152.41
Kullu,5.5,1787,1,1,25,22.2,88.32
Palampur,6.7,1977,1,1,9,13.0,148.15
Chamba,9.2,2713,1,1,19,12.7,182.51
Shimla,5.0,2729,4,4,28,20.6,138.0
Dharamshala,6.6,2290,1,1,21,7.4,153.52
Solan,5.4,2361,4,3,9,21.3,153.74
Palampur,8.8,3971,1,1,38,5.4,245.4
Palampur,4.1,1388,4,4,2,22.0,105.29
Bilaspur,3.7,1108,4,3,36,13.8,46.48
Solan,6.5,3297,5,4,28,21.2,177.46
Palampur,7.7,3773,2,2,4,12.6,261.65
Dharamshala,8.6,2630,1,1,10,15.4,179.18
Bilaspur,7.1,1905,4,4,14,23.2,147.38
Palampur,8.4,1719,3,3,38,10.7,141.05
Shimla,5.7,2137,5,4,20,5.9,174.04
Dharamshala,3.2,683,1,1,10,2.7,52.65
Mandi,3.8,2350,3,2,36,15.0,121.49
Solan,3.3,1443,1,1,4,15.5,73.62
Bilaspur,5.3,1428,3,3,32,15.7,100.17
Shimla,6.5,2461,1,1,33,1.4,170.45
Kullu,5.5,3872,4,4,15,1.2,272.78
Mandi,6.9,1220,4,4,1,22.4,142.7
Dharamshala,6.4,3690,1,1,35,17.5,176.27
Bilaspur,7.7,2317,3,2,38,3.3,195.64
Shimla,7.7,3905,3,3,15,2.3,292.22
Chamba,5.2,1837,4,4,7,4.5,186.49
Shimla,5.4,3989,3,3,10,20.3,211.35
Shimla,7.1,2809,3,3,5,18.2,203.4
Palampur,7.2,2844,5,5,24,16.1,188.93
Shimla,5.2,2471,3,3,20,16.2,167.15
Dharamshala,5.3,2080,5,5,14,21.5,144.87
Kullu,7.9,2337,5,5,26,8.7,205.54
Mandi,7.5,3477,5,4,24,8.4,240.34
Shimla,3.9,3273,5,5,0,10.9,228.58
Solan,6.1,583,4,4,16,24.7,69.81
Bilaspur,9.2,2931,3,2,34,14.1,226.34
Mandi,3.3,3420,3,3,31,13.9,173.74
Shimla,9.0,3104,2,1,34,20.3,177.41
Bilaspur,4.1,2240,5,4,38,4.9,132.94
Kullu,6.6,1674,4,3,2,10.4,145.01
Chamba,6.0,2856,5,5,10,16.2,199.94
Mandi,3.1,2822,4,4,18,24.7,119.61
Mandi,9.4,1809,3,3,20,4.3,202.5
Kullu,6.2,1922,2,2,31,11.6,122.37
Bilaspur,9.7,1790,5,5,28,22.7,174.15
Chamba,5.0,657,4,3,28,18.3,49.29
Mandi,9.1,611,5,5,6,15.5,156.27
Dharamshala,9.5,790,3,2,27,6.8,119.17
Shimla,6.9,1983,3,2,31,5.1,157.15
Mandi,4.4,2286,1,1,30,9.7,122.32
Mandi,7.8,1929,1,1,23,6.8,147.08
Palampur,6.8,3843,4,3,3,20.3,253.87
Chamba,9.6,1286,2,2,5,18.2,125.99
Solan,6.1,1875,1,1,29,21.0,64.69
Shimla,4.9,1365,4,4,34,4.7,123.94
Shimla,4.0,1549,4,4,33,8.1,123.34
Solan,7.9,2544,1,1,17,19.3,155.33
Mandi,9.8,1584,3,3,23,4.5,214.97
Bilaspur,3.2,1612,3,3,7,4.1,112.49
Shimla,8.2,2847,1,1,23,9.9,182.29
Kullu,9.5,3405,4,4,7,5.1,297.48
Kullu,3.5,1243,2,1,31,2.4,83.89
Chamba,3.8,889,5,5,31,8.2,85.64
Dharamshala,7.8,1338,1,1,2,22.0,100.3
Kullu,7.5,2521,5,5,37,1.9,225.82
Chamba,3.5,3858,1,1,31,14.4,161.99
Kullu,8.8,1060,4,3,15,14.3,143.77
Dharamshala,6.7,649,4,4,18,13.5,112.74
Palampur,9.4,2348,3,3,3,12.9,219.85
Dharamshala,9.1,3968,2,1,37,0.9,263.31
Chamba,8.7,2433,1,1,4,1.7,215.46
Shimla,6.6,3735,2,1,36,13.0,187.92
Solan,4.8,2748,4,3,26,24.2,129.93
Dharamshala,6.5,610,4,3,36,10.5,79.39
Solan,3.7,1995,1,1,14,12.1,103.33
Kullu,7.6,3195,1,1,35,24.6,129.44
Bilaspur,3.9,2283,3,2,17,19.6,129.09
Mandi,6.6,1181,3,3,14,19.4,108.55
Palampur,3.4,1133,5,5,13,12.9,95.03
Shimla,5.1,2822,4,3,38,22.5,158.04
Palampur,4.6,2120,3,3,18,14.7,133.49
Mandi,7.3,2509,3,2,19,16.6,157.4
Shimla,8.5,1805,4,3,25,19.8,173.05
Chamba,3.4,1686,3,2,22,10.5,116.58
Chamba,9.0,2831,4,4,21,23.9,194.42
Mandi,9.0,527,1,1,15,24.7,66.53
Bilaspur,5.4,2021,5,5,6,14.9,169.38
Mandi,7.6,1797,5,4,39,5.9,148.92
Palampur,5.8,3227,3,2,19,19.5,184.96
Bilaspur,4.1,3049,3,3,38,8.4,171.43
Mandi,6.7,1990,3,2,18,14.6,156.45
Bilaspur,3.6,1419,5,4,23,2.6,132.17
Kullu,9.1,1325,1,1,21,20.3,122.34
Bilaspur,9.5,1239,2,2,38,24.0,83.13
Kullu,8.8,1457,4,3,4,2.8,226.14
Dharamshala,6.9,3162,4,4,20,18.4,199.51
Solan,6.9,658,2,2,6,21.6,72.2
Shimla,9.9,591,1,1,34,3.2,105.73
Shimla,4.7,2389,3,2,21,6.5,150.08
Shimla,3.5,1282,4,3,36,10.1,78.55
Dharamshala,6.9,3408,4,4,11,21.0,220.98
Chamba,5.3,3132,1,1,6,12.6,182.52
Palampur,5.3,3191,1,1,25,3.9,172.9
Dharamshala,3.0,2099,2,2,5,6.8,135.31
Chamba,7.2,2032,3,3,14,12.0,157.75
Mandi,4.8,1989,1,1,12,1.5,151.24
Shimla,4.3,1186,1,1,8,16.0,80.01
Mandi,3.3,2485,3,3,5,1.1,179.33
Chamba,5.6,3522,2,2,26,19.6,168.21
Bilaspur,9.2,1398,4,4,30,18.5,149.49
Kullu,5.4,698,1,1,15,21.7,31.15
Mandi,7.8,2476,5,4,11,4.4,239.21
Kullu,8.3,1897,1,1,6,15.3,153.35
Kullu,5.3,3291,3,3,27,19.6,204.47
Chamba,8.8,3498,5,4,32,13.1,238.96
Solan,7.8,3827,4,4,21,3.7,250.2
Palampur,6.9,1876,5,4,17,2.9,190.2
Shimla,3.0,3656,1,1,25,15.3,129.24
Shimla,3.2,912,4,4,36,12.7,49.91
Dharamshala,9.9,1804,1,1,39,23.3,99.92
Dharamshala,8.5,1430,4,3,7,20.9,143.73
Bilaspur,9.6,3730,2,1,19,18.2,227.51
Chamba,9.3,2600,4,4,35,24.6,193.08
Solan,3.1,1780,1,1,25,17.5,60.97
Chamba,8.5,1032,5,4,32,2.8,175.71
Chamba,6.2,3240,3,2,39,2.4,204.27
Mandi,8.5,2792,3,2,4,20.5,219.23
Palampur,3.0,3485,3,3,24,9.3,177.41
Chamba,5.0,2033,1,1,21,23.1,106.39
Solan,8.3,1024,2,2,11,3.4,155.41
Solan,8.6,1670,4,4,26,5.4,175.97
Mandi,7.3,2670,5,4,4,19.4,222.16
Palampur,5.1,1343,5,4,19,21.3,108.07
Mandi,5.2,747,3,3,16,21.7,62.07
Solan,9.8,3381,2,1,15,2.9,267.73
Palampur,6.1,2356,3,3,24,9.9,175.06
Bilaspur,6.1,1888,3,2,37,16.3,86.56
Shimla,6.9,2434,2,1,37,23.0,114.52
Dharamshala,5.9,3084,2,1,28,6.4,192.25
Chamba,6.9,504,5,5,13,15.2,119.2
Mandi,6.0,2041,2,2,38,4.0,123.33
Shimla,8.8,1389,1,1,39,18.8,65.55
Kullu,9.4,821,4,3,33,3.6,169.58
Kullu,9.5,625,4,4,34,25.0,92.98
Palampur,7.0,2041,2,1,32,2.8,172.37
Chamba,6.1,2403,4,3,30,17.3,162.08
Palampur,7.9,2276,5,4,29,19.5,166.95
Kullu,8.9,3240,5,4,25,6.8,235.44
Palampur,6.9,2102,4,3,25,6.7,172.93
Palampur,7.9,2564,3,2,15,15.1,190.5
Palampur,8.2,3356,1,1,35,15.9,191.76
Kullu,7.7,2800,3,2,25,18.2,167.71
Mandi,8.2,3687,5,4,24,14.7,262.24
Dharamshala,4.5,1275,5,4,29,4.8,126.57
Shimla,6.5,3253,4,3,3,23.1,223.79
Palampur,7.1,2938,5,4,36,4.6,219.55
Chamba,3.0,2539,3,2,23,14.3,129.38
Chamba,9.0,513,1,1,37,23.0,52.95
Chamba,7.3,2395,3,2,4,22.9,180.81
Palampur,3.9,3504,2,1,9,4.6,194.16
Bilaspur,8.7,2756,5,5,37,6.3,196.38
Dharamshala,8.0,517,4,3,27,15.2,95.76
Solan,8.3,1507,3,3,25,8.8,152.9
Solan,5.7,2492,2,1,16,18.4,126.73
Dharamshala,9.0,3341,1,1,22,13.3,197.46
Dharamshala,5.9,2057,1,1,21,7.0,129.27
Palampur,7.0,3498,2,1,7,10.6,227.95
Mandi,3.0,3285,2,1,22,17.4,140.75
Solan,7.5,1435,2,1,20,19.7,79.84
Bilaspur,8.0,1182,5,4,12,9.6,148.87
Dharamshala,7.0,3659,4,3,13,3.1,284.78
Shimla,6.5,2562,3,2,30,9.2,168.85
Mandi,8.7,3470,1,1,27,15.9,206.25
Chamba,7.8,3727,5,4,18,19.1,237.59
Kullu,4.9,1985,4,4,24,22.1,118.84
Mandi,9.7,660,3,3,9,24.1,112.26
Chamba,8.0,3681,3,2,19,13.5,234.27
Dharamshala,9.9,2542,3,2,22,22.1,172.62
Palampur,9.8,921,5,4,10,6.9,177.75
Kullu,9.4,2354,4,4,6,14.2,251.13
Bilaspur,8.3,597,3,3,21,13.7,103.66
Chamba,7.3,1514,4,3,37,19.3,124.12
Palampur,4.2,1717,5,5,18,19.4,120.89
Bilaspur,6.8,2090,2,2,36,7.5,139.05
Bilaspur,8.4,2479,5,5,34,22.2,176.26
Solan,6.6,3437,4,3,29,22.3,210.82
Kullu,9.1,1730,1,1,35,23.7,110.52
Chamba,3.8,3073,5,5,16,11.7,189.9
Palampur,5.7,3797,4,3,30,24.7,188.73
Chamba,6.5,3119,2,1,5,19.7,200.46
Mandi,6.0,1391,2,2,12,16.5,73.38
Shimla,3.8,2872,5,5,22,11.1,188.84
Shimla,4.1,1484,5,5,1,21.1,132.8
Dharamshala,8.9,2172,1,1,30,19.2,130.38
Chamba,6.4,2721,4,3,37,14.8,170.36
Chamba,3.3,1526,1,1,4,24.9,64.63
Solan,3.1,513,2,1,39,6.6,8.0
Chamba,6.3,3430,3,3,3,16.2,235.49
Chamba,4.2,3046,2,1,5,8.4,186.22
Palampur,7.9,930,3,3,30,11.7,110.9
Shimla,8.6,1821,3,3,27,8.8,172.46
Palampur,4.6,1415,3,2,37,8.7,98.65
Bilaspur,7.1,3922,5,5,17,9.7,308.47
Mandi,4.1,3796,1,1,22,1.9,210.77
Shimla,5.1,2919,4,4,5,1.5,241.33
Bilaspur,9.2,2042,2,1,27,18.3,152.82
Kullu,6.8,682,1,1,39,8.1,85.58
Bilaspur,9.2,1364,3,2,23,1.0,158.59
Chamba,4.6,824,2,2,37,2.5,48.98
Bilaspur,5.3,3263,1,1,15,5.3,195.58
Solan,6.3,808,3,2,39,1.7,105.07
Solan,6.4,2871,5,4,21,23.7,153.49
Palampur,10.0,3834,3,2,5,14.4,285.87
Shimla,3.8,1577,4,3,14,10.2,119.54
Dharamshala,9.0,2894,1,1,19,13.6,206.98
Dharamshala,9.0,3576,1,1,2,3.3,276.27
Kullu,6.9,1996,2,2,35,17.7,95.71
Kullu,5.4,2070,4,4,9,24.3,127.2
Chamba,6.6,1201,5,5,27,3.7,145.35
Dharamshala,5.0,1996,1,1,36,4.2,121.43
Shimla,8.6,3557,3,2,17,15.9,244.49
Mandi,6.5,2821,2,2,24,4.2,185.44
Chamba,9.5,1205,4,4,20,3.6,187.68
Chamba,7.4,2342,2,2,30,16.9,133.62
Bilaspur,6.6,2973,3,2,1,15.7,232.37
Dharamshala,8.0,770,5,5,14,5.8,168.8
Chamba,6.5,3171,3,3,24,20.7,192.12
Mandi,9.3,1204,4,4,3,3.1,219.87
Palampur,4.3,1531,4,3,34,8.6,119.51
Kullu,9.8,1957,3,2,25,18.6,167.76
Palampur,8.7,2267,2,1,0,15.5,188.55
